,code,deck_limit,faction_code,faction_cost,flavor,illustrator,influence_limit,keywords,minimum_deck_size,pack_code,position,quantity,side_code,stripped_text,stripped_title,text,title,type_code,uniqueness,base_link,cost,memory_cost,strength,advancement_cost,agenda_points,trash_cost,faction,name,nrdb_key,num_ratings,ranking,rating,side,torb_id
51,06091,3,neutral-corp,1,He who holds the staff of wisdom.,Andreas Zafiratos,,Code Gate - Grail - AP,,atr,91,3,corp,"When the Runner encounters Merlin, you may reveal up to 2 grail ice from HQ. For the remainder of this run, Merlin gains the subroutines of the revealed ice in the order of your choice. Subroutine Do 2 net damage.",Merlin,"When the Runner encounters Merlin, you may reveal up to 2 <strong>grail</strong> ice from HQ. For the remainder of this run, Merlin gains the subroutines of the revealed ice in the order of your choice.
[subroutine] Do 2 net damage.",Merlin,ice,False,,6.0,,4.0,,,,neutral-corp,Merlin,06091,111,451,1494.0,corp,554
52,06102,3,weyland-consortium,1,Recycling the energy entering the system via a run is both responsible and economical.,Alexandra Douglass,,Sentry,,ts,102,3,corp,Subroutine The Corp gains 1 credit or draws 1 card. Subroutine The Corp gains 1 credit or draws 1 card. Subroutine The Corp gains 1 credit or draws 1 card.,Errand Boy,"[subroutine] The Corp gains 1[credit] or draws 1 card.
[subroutine] The Corp gains 1[credit] or draws 1 card.
[subroutine] The Corp gains 1[credit] or draws 1 card.",Errand Boy,ice,False,,4.0,,1.0,,,,weyland-consortium,Errand Boy,06102,132,731,1319.0,corp,565
53,06104,3,haas-bioroid,1,The forge must never run cold.,Dan Maynard,,Barrier - Bioroid,,ts,104,3,corp,Lose click: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine The Runner trashes 1 of their installed cards. Subroutine End the run.,Markus 1.0,"<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] The Runner trashes 1 of their installed cards.
[subroutine] End the run.",Markus 1.0,ice,False,,4.0,,3.0,,,,haas-bioroid,Markus 1.0,06104,127,705,1336.0,corp,567
54,06108,3,nbn,2,You gotta pay the troll toll to get in.,Alexandr Elichev,,Sentry,,ts,108,3,corp,"When the Runner encounters Troll, Trace[2]. If successful, the Runner must lose click or end the run.",Troll,"When the Runner encounters Troll, Trace[2]. If successful, the Runner must lose [click] or end the run.",Troll,ice,False,,1.0,,3.0,,,,nbn,Troll,06108,116,664,1362.0,corp,571
55,06109,3,nbn,2,"Virgo promised love, but offered only jealousy.",Madeline Boni,,Sentry - Tracer,,ts,109,3,corp,"Subroutine Trace[2]. If successful, give the Runner 1 tag. If your trace strength is 5 or greater, give the Runner 1 tag.",Virgo,"[subroutine] Trace[2]. If successful, give the Runner 1 tag. If your trace strength is 5 or greater, give the Runner 1 tag.",Virgo,ice,False,,4.0,,5.0,,,,nbn,Virgo,06109,117,858,1236.0,corp,572
56,07012,3,weyland-consortium,2,His belt of stone did shake and shatter.,Seage,,Barrier,,oac,12,3,corp,Asteroid Belt can be advanced and its rez cost is lowered by 3 for each advancement token on it. Subroutine End the run.,Asteroid Belt,"Asteroid Belt can be advanced and its rez cost is lowered by 3 for each advancement token on it.
[subroutine] End the run.",Asteroid Belt,ice,False,,9.0,,6.0,,,,weyland-consortium,Asteroid Belt,07012,114,608,1402.0,corp,595
57,07013,3,weyland-consortium,2,As through the door of light he came.,Seage,,Code Gate,,oac,13,3,corp,Wormhole can be advanced and its rez cost is lowered by 3 for each advancement token on it. Subroutine Resolve a subroutine on another piece of rezzed ice.,Wormhole,"Wormhole can be advanced and its rez cost is lowered by 3 for each advancement token on it.
[subroutine] Resolve a subroutine on another piece of rezzed ice.",Wormhole,ice,False,,9.0,,7.0,,,,weyland-consortium,Wormhole,07013,125,569,1425.0,corp,596
58,07014,3,weyland-consortium,2,He bent his bow of stellar matter.,Seage,,Sentry - Destroyer,,oac,14,3,corp,Nebula can be advanced and its rez cost is lowered by 3 for each advancement token on it. Subroutine Trash 1 program.,Nebula,"Nebula can be advanced and its rez cost is lowered by 3 for each advancement token on it.
[subroutine] Trash 1 program.",Nebula,ice,False,,9.0,,5.0,,,,weyland-consortium,Nebula,07014,105,631,1390.0,corp,597
59,07015,3,weyland-consortium,3,And seeking prey he then took aim.,Seage,,Sentry - Code Gate - Barrier,,oac,15,3,corp,Orion can be advanced and its rez cost is lowered by 3 for each advancement token on it. Subroutine Trash 1 program. Subroutine Resolve a subroutine on another piece of rezzed ice. Subroutine End the run.,Orion,"Orion can be advanced and its rez cost is lowered by 3 for each advancement token on it.
[subroutine] Trash 1 program.
[subroutine] Resolve a subroutine on another piece of rezzed ice.
[subroutine] End the run.",Orion,ice,True,,15.0,,8.0,,,,weyland-consortium,Orion,07015,127,472,1484.0,corp,598
60,07017,3,weyland-consortium,2,"""I passed right through one once. It didn't seem to do anything at first. It wasn't until I jacked out that I realized they were busting down the door of my apartment."" -Valencia Estevez",Lili Ibrahim,,Code Gate - Tracer - Illicit,,oac,17,3,corp,"When you rez Checkpoint, take 1 bad publicity. Subroutine Trace[5]. If successful, do 3 meat damage when this run is successful.",Checkpoint,"When you rez Checkpoint, take 1 bad publicity.
[subroutine] Trace[5]. If successful, do 3 meat damage when this run is successful.",Checkpoint,ice,False,,4.0,,7.0,,,,weyland-consortium,Checkpoint,07017,117,689,1345.0,corp,600
61,07018,3,weyland-consortium,2,"""Definitely a literalist."" -Liz Campbell, VP Project Security",Ed Mattinian,,Barrier,,oac,18,3,corp,Fire Wall can be advanced and gains +1 strength for each advancement token on it. Subroutine End the run.,Fire Wall,"Fire Wall can be advanced and gains +1 strength for each advancement token on it.
[subroutine] End the run.",Fire Wall,ice,False,,5.0,,5.0,,,,weyland-consortium,Fire Wall,07018,114,488,1472.0,corp,601
62,08011,3,haas-bioroid,3,"""God in Heinlein. What's next, NEXT Platinum?"" -John Masanori",Ed Mattinian,,Sentry - NEXT - AP - Destroyer,,val,11,3,corp,X is the number of rezzed NEXT ice. Subroutine Do X net damage. Subroutine Trash X programs.,NEXT Gold,"X is the number of rezzed <strong>NEXT</strong> ice.
[subroutine] Do X net damage.
[subroutine] Trash X programs.",NEXT Gold,ice,False,,8.0,,4.0,,,,haas-bioroid,NEXT Gold,08011,117,528,1451.0,corp,649
63,08014,3,jinteki,2,"The more power a spike process can use, the harder it can hit. The really clever ones borrow the runner's own memory to iterate locally.",Tadas Sidlauskas,,Sentry - AP,,val,14,3,corp,Subroutine Do 1 net damage for each unused MU the Runner has.,Cortex Lock,[subroutine] Do 1 net damage for each unused MU the Runner has.,Cortex Lock,ice,False,,2.0,,4.0,,,,jinteki,Cortex Lock,08014,113,182,1700.0,corp,652
64,08016,3,nbn,1,"""It tracks you and logs you. If you get in you can just delete the log. But first you have to get in."" -Gabriel Santiago",Seage,,Code Gate,,val,16,3,corp,"Subroutine Give the Runner 1 tag. If this run is successful, the Runner removes 1 tag.",Bandwidth,"[subroutine] Give the Runner 1 tag. If this run is successful, the Runner removes 1 tag.",Bandwidth,ice,False,,0.0,,5.0,,,,nbn,Bandwidth,08016,102,873,1220.0,corp,654
65,08019,3,weyland-consortium,2,"""Negotiation is an art, so never negotiate when you can intimidate instead."" -Thiago Reyes, VP Strategic Operations",Andreas Zafiratos,,Sentry - Destroyer,,val,19,3,corp,2 credits: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine Gain 2 credits. Subroutine Trash 1 installed program.,Negotiator,"2[credit]: Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] Gain 2[credit].
[subroutine] Trash 1 installed program.",Negotiator,ice,False,,4.0,,3.0,,,,weyland-consortium,Negotiator,08019,121,868,1225.0,corp,657
66,08034,3,jinteki,3,Crick and his colleagues ushered in modern genetics by mapping the structure of DNA.,Ed Mattinian,,Code Gate,,bb,34,3,corp,Crick has +3 strength while protecting Archives. Subroutine Install a card from Archives (paying its install cost).,Crick,"Crick has +3 strength while protecting Archives.
[subroutine] Install a card from Archives (paying its install cost).",Crick,ice,False,,1.0,,3.0,,,,jinteki,Crick,08034,125,178,1704.0,corp,672
67,08037,3,nbn,3,Johannes Gutenberg ignited the first Information Revolution by inventing the movable-type printing press.,Adam S. Doyle,,Sentry - Tracer,,bb,37,3,corp,"Gutenberg has +3 strength while protecting R&D. Subroutine Trace[7]. If successful, give the Runner 1 tag.",Gutenberg,"Gutenberg has +3 strength while protecting R&D.
[subroutine] Trace[7]. If successful, give the Runner 1 tag.",Gutenberg,ice,False,,2.0,,3.0,,,,nbn,Gutenberg,08037,135,345,1573.0,corp,675
68,08039,3,weyland-consortium,2,"Meru Mati pushed the limits of physics by engineering the first buckyweave structure, a thousand-foot long wall.",Michał Miłkowski,,Barrier,,bb,39,3,corp,Meru Mati has +3 strength while protecting HQ. Subroutine End the run.,Meru Mati,"Meru Mati has +3 strength while protecting HQ.
[subroutine] End the run.",Meru Mati,ice,False,,2.0,,1.0,,,,weyland-consortium,Meru Mati,08039,123,374,1550.0,corp,677
69,08052,3,haas-bioroid,2,"""Remember those FCC regulations about not creating harmful interference? No? Ah, before your time, I guess."" -Cailan Heinrich, Senior Programmer",Liiga Smilshkalne,,Trap,,cc,52,3,corp,Subroutine The Runner trashes an installed piece of hardware. Trash Lab Dog.,Lab Dog,[subroutine] The Runner trashes an installed piece of hardware. Trash Lab Dog.,Lab Dog,ice,False,,2.0,,0.0,,,,haas-bioroid,Lab Dog,08052,100,877,1211.0,corp,690
70,08055,3,jinteki,2,,Seage,,Code Gate - Psi,,cc,55,3,corp,"Subroutine You and the Runner secretly spend 0 credits, 1 credit, or 2 credits. Reveal spent credits. If you and the Runner spent a different number of credits, place 1 advancement token on an installed card and end the run.",Clairvoyant Monitor,"[subroutine] You and the Runner secretly spend 0[credit], 1[credit], or 2[credit]. Reveal spent credits. If you and the Runner spent a different number of credits, place 1 advancement token on an installed card and end the run.",Clairvoyant Monitor,ice,False,,4.0,,3.0,,,,jinteki,Clairvoyant Monitor,08055,112,856,1236.0,corp,693
71,08056,3,jinteki,1,"""When your communications are disrupted, you are isolated from your resources. An attack will surely follow."" -The Playbook",Andreas Zafiratos,,Code Gate,,cc,56,3,corp,Subroutine The Runner cannot draw cards for the remainder of this turn.,Lockdown,[subroutine] The Runner cannot draw cards for the remainder of this turn.,Lockdown,ice,False,,0.0,,5.0,,,,jinteki,Lockdown,08056,110,563,1427.0,corp,694
72,08057,3,nbn,2,"""A sysop is not just a cog in the corporate machine. They have dreams—and nightmares—just like the rest of us."" -Kate ""Mac"" McCaffrey",Liiga Smilshkalne,,Code Gate,,cc,57,3,corp,Subroutine End the run. Subroutine End the run. Subroutine The Runner gains 5 credits.,Little Engine,"[subroutine] End the run.
[subroutine] End the run.
[subroutine] The Runner gains 5[credit].",Little Engine,ice,False,,5.0,,7.0,,,,nbn,Little Engine,08057,143,478,1480.0,corp,695
73,08060,3,neutral-corp,0,,Dmitry Prosvirnin,,Barrier,,cc,60,3,corp,"When the Runner encounters Quicksand, place 1 power counter on Quicksand. Quicksand has +1 strength for each power counter on it. Subroutine End the run.",Quicksand,"When the Runner encounters Quicksand, place 1 power counter on Quicksand.
Quicksand has +1 strength for each power counter on it.
[subroutine] End the run.",Quicksand,ice,False,,3.0,,0.0,,,,neutral-corp,Quicksand,08060,95,622,1393.0,corp,698
74,08076,3,nbn,1,Pa-pa-pa-chinko!,Donald Crank,,Barrier,,uw,76,3,corp,Subroutine End the run if the Runner is tagged. Subroutine End the run if the Runner is tagged.,Pachinko,"[subroutine] End the run if the Runner is tagged.
[subroutine] End the run if the Runner is tagged.",Pachinko,ice,False,,1.0,,4.0,,,,nbn,Pachinko,08076,125,573,1423.0,corp,714
75,08089,3,haas-bioroid,2,,Andreas Zafiratos,,Sentry - Bioroid - Destroyer - AP,,oh,89,3,corp,"As an additional cost to rez this ice, forfeit 1 agenda. Lose click: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine Trash 1 installed program. Subroutine Do 1 core damage. Subroutine Trash 1 installed console. Subroutine Trash all installed virtual resources.",Enforcer 1.0,"As an additional cost to rez this ice, forfeit 1 agenda.
<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] Trash 1 installed program.
[subroutine] Do 1 core damage.
[subroutine] Trash 1 installed <strong>console</strong>.
[subroutine] Trash all installed <strong>virtual</strong> resources.",Enforcer 1.0,ice,False,,1.0,,5.0,,,,haas-bioroid,Enforcer 1.0,08089,112,729,1320.0,corp,727
76,08090,3,jinteki,3,I warned you.,Liiga Smilshkalne,,Trap,,oh,90,3,corp,"Whenever this ice is exposed, do 2 net damage. Subroutine The Runner trashes 1 of their installed cards. Trash this ice.",It's a Trap!,"Whenever this ice is exposed, do 2 net damage.
[subroutine] The Runner trashes 1 of their installed cards. Trash this ice.",It's a Trap!,ice,False,,2.0,,0.0,,,,jinteki,It's a Trap!,08090,105,781,1290.0,corp,728
77,08118,3,weyland-consortium,2,"""Hello, and welcome to the Universe of Tomorrow! You could live for five-hundred years and not see all of the attractions I can tell you about.""",Ismael Bergara,,Sentry,,uot,118,3,corp,"Tour Guide gains ""Subroutine End the run."" for each rezzed asset you have.",Tour Guide,"Tour Guide gains ""[subroutine] End the run."" for each rezzed asset you have.",Tour Guide,ice,False,,2.0,,0.0,,,,weyland-consortium,Tour Guide,08118,102,105,1799.0,corp,756
78,09013,3,nbn,4,,Liiga Smilshkalne,,Code Gate - Tracer - Ambush,,dad,13,3,corp,"While the Runner is accessing this ice in R&D, they must reveal it. When the Runner accesses this ice anywhere except in Archives, you may pay 3 credits. If you do, they encounter it. Subroutine Trace[6]. If successful, add 1 installed Runner card to the grip.",Archangel,"While the Runner is accessing this ice in R&D, they must reveal it.
When the Runner accesses this ice anywhere except in Archives, you may pay 3[credit]. If you do, they encounter it.
[subroutine] Trace[6]. If successful, add 1 installed Runner card to the grip.",Archangel,ice,False,,4.0,,6.0,,,,nbn,Archangel,09013,117,192,1687.0,corp,771
79,09014,3,nbn,2,"""Most reporting these days can be done by AI. We just need the talent for the name recognition.""",Darren Waud,,Sentry - Tracer,,dad,14,3,corp,"If a current is active, News Hound gains ""Subroutine End the run."" after all its other subroutines. Subroutine Trace[3]. If successful, give the Runner 1 tag.",News Hound,"If a <strong>current</strong> is active, News Hound gains ""[subroutine] End the run."" after all its other subroutines.
[subroutine] Trace[3]. If successful, give the Runner 1 tag.",News Hound,ice,False,,2.0,,4.0,,,,nbn,News Hound,09014,117,258,1642.0,corp,772
80,09015,3,nbn,2,"""In the Olden Times, a 'resistor' was a vital component of practically all electronic equipment. You know, back when dinosaurs roamed the Earth."" -Chaos Theory",Mariusz Siergiejew,,Barrier - Tracer,,dad,15,3,corp,"Resistor has +1 strength for each tag the Runner has. Subroutine Trace[4]. If successful, end the run.",Resistor,"Resistor has +1 strength for each tag the Runner has.
[subroutine] Trace[4]. If successful, end the run.",Resistor,ice,False,,0.0,,0.0,,,,nbn,Resistor,09015,113,307,1604.0,corp,773
81,09016,3,nbn,2,"""If I didn't know better, I'd say they got the better end of that deal."" -John Masanori",Hannah Christenson,,Trap - Advertisement,,dad,16,3,corp,Subroutine The Corp gains 5 credits. Trash Special Offer.,Special Offer,[subroutine] The Corp gains 5[credit]. Trash Special Offer.,Special Offer,ice,False,,1.0,,3.0,,,,nbn,Special Offer,09016,108,638,1381.0,corp,774
82,09017,3,nbn,2,//tl;dr duplicate the subs on the next piece of ice,Ed Mattinian,,Code Gate,,dad,17,3,corp,"Subroutine When the Runner encounters the next piece of ice during this run, that ice gains a second copy of each subroutine on it (after the original subroutine) for the remainder of the encounter.",TL;DR,"[subroutine] When the Runner encounters the next piece of ice during this run, that ice gains a second copy of each subroutine on it (after the original subroutine) for the remainder of the encounter.",TL;DR,ice,False,,1.0,,4.0,,,,nbn,TL;DR,09017,122,665,1362.0,corp,775
83,09018,3,nbn,2,"""Stay out of the fast lanes! If speed's your only concern, you're already tagged and halfway to fragged."" -g00ru",Donald Crank,,Sentry - Tracer,,dad,18,3,corp,"When the Runner encounters this ice, they lose 1 credit. Subroutine Trace[5]. If successful, give the Runner 1 tag.",Turnpike,"When the Runner encounters this ice, they lose 1[credit].
[subroutine] Trace[5]. If successful, give the Runner 1 tag.",Turnpike,ice,False,,2.0,,3.0,,,,nbn,Turnpike,09018,107,188,1690.0,corp,776
84,09028,3,neutral-corp,0,Bounce rate is a well-understood measure of ice strength. But it is not the only measure.,Andreas Zafiratos,,Sentry - Destroyer - AP - Tracer,,dad,28,3,corp,"Subroutine Trace[5]. If successful, do 3 net damage. Subroutine Trace[4]. If successful, trash 1 program.",Assassin,"[subroutine] Trace[5]. If successful, do 3 net damage.
[subroutine] Trace[4]. If successful, trash 1 program.",Assassin,ice,False,,7.0,,5.0,,,,neutral-corp,Assassin,09028,122,394,1533.0,corp,786
85,10012,3,haas-bioroid,2,,Donald Crank,,Sentry - Bioroid - Tracer - AP,,kg,12,3,corp,"Lose click: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine The Runner cannot use programs for the remainder of this run. Subroutine Trace[4]. If successful, do 1 core damage. Subroutine Trace[4]. If successful, do 1 core damage.",Vikram 1.0,"<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] The Runner cannot use programs for the remainder of this run.
[subroutine] Trace[4]. If successful, do 1 core damage.
[subroutine] Trace[4]. If successful, do 1 core damage.",Vikram 1.0,ice,False,,6.0,,5.0,,,,haas-bioroid,Vikram 1.0,10012,110,678,1351.0,corp,825
86,10016,3,nbn,1,,Adam S. Doyle,,Code Gate,,kg,16,3,corp,"Subroutine For the remainder of this run, as an additional cost to use an icebreaker ability to break subroutines, the Runner must pay 1 credit. Subroutine For the remainder of this run, as an additional cost to use an icebreaker ability to break subroutines, the Runner must pay 1 credit",Interrupt 0,"[subroutine] For the remainder of this run, as an additional cost to use an <strong>icebreaker</strong> ability to break subroutines, the Runner must pay 1[credit].
[subroutine] For the remainder of this run, as an additional cost to use an <strong>icebreaker</strong> ability to break subroutines, the Runner must pay 1[credit]",Interrupt 0,ice,False,,2.0,,4.0,,,,nbn,Interrupt 0,10016,105,862,1231.0,corp,829
87,10032,3,jinteki,1,"""We can help others, yet also help ourselves."" -Soraiya Suresh, VP Public Programs",Ed Mattinian,,Code Gate,,bf,32,3,corp,Subroutine The Runner draws 3 cards and then discards down to their maximum hand size. Subroutine The Runner draws 3 cards and then discards down to their maximum hand size.,Harvester,"[subroutine] The Runner draws 3 cards and then discards down to their maximum hand size.
[subroutine] The Runner draws 3 cards and then discards down to their maximum hand size.",Harvester,ice,False,,1.0,,3.0,,,,jinteki,Harvester,10032,96,819,1269.0,corp,845
88,10056,3,weyland-consortium,2,Efficiency means profiting from things everyone was doing anyway.,Andreas Zafiratos,,Barrier,,dag,56,3,corp,"Whenever the Runner breaks a subroutine on Bailiff, gain 1 credit. Subroutine End the run.",Bailiff,"Whenever the Runner breaks a subroutine on Bailiff, gain 1[credit].
[subroutine] End the run.",Bailiff,ice,False,,2.0,,0.0,,,,weyland-consortium,Bailiff,10056,109,542,1440.0,corp,869
89,10069,3,jinteki,1,"""Connect two truths. Connect two programs. All is one.""",Adam S. Doyle,,Code Gate - Psi,,si,69,3,corp,"Subroutine You and the Runner secretly spend 0 credits, 1 credit, or 2 credits. Reveal spent credits. If you and the Runner spent a different number of credits, the Runner loses 2 credits. Subroutine Resolve a subroutine on a piece of rezzed psi ice.",Upayoga,"[subroutine] You and the Runner secretly spend 0[credit], 1[credit], or 2[credit]. Reveal spent credits. If you and the Runner spent a different number of credits, the Runner loses 2[credit].
[subroutine] Resolve a subroutine on a piece of rezzed <strong>psi</strong> ice.",Upayoga,ice,False,,3.0,,4.0,,,,jinteki,Upayoga,10069,111,661,1364.0,corp,882
90,10074,3,neutral-corp,0,The naja naja is the king of all serpents.,Liiga Smilshkalne,,Sentry - Destroyer - AP,,si,74,3,corp,Subroutine Trash 1 program. Subroutine Do 2 net damage.,Cobra,"[subroutine] Trash 1 program.
[subroutine] Do 2 net damage.",Cobra,ice,False,,4.0,,1.0,,,,neutral-corp,Cobra,10074,116,298,1612.0,corp,887
91,10086,3,haas-bioroid,4,"has anyone heard from StatiX lately?
-post on Members Only newsgroup",Caleb Souza,,Sentry - AP,,tlm,86,3,corp,"When the Runner encounters this ice, it gains X ""Subroutine Do 1 core damage."" subroutines for the remainder of this run. X is equal to the number of cards in the grip.",Brainstorm,"When the Runner encounters this ice, it gains X ""[subroutine] Do 1 core damage."" subroutines for the remainder of this run. X is equal to the number of cards in the grip.",Brainstorm,ice,False,,9.0,,2.0,,,,haas-bioroid,Brainstorm,10086,109,415,1526.0,corp,899
92,10089,3,jinteki,2,"""Feel your consciousness expand and touch his. Now destroy it.""",Adam S. Doyle,,Sentry - AP - Psi,,tlm,89,3,corp,"Subroutine Each player gains 2 credits. Subroutine You and the Runner secretly spend 0 credits, 1 credit, or 2 credits. Reveal spent credits. If you and the Runner spent a different number of credits, do 1 net damage for each card in the Runner's grip.",Chetana,"[subroutine] Each player gains 2[credit].
[subroutine] You and the Runner secretly spend 0[credit], 1[credit], or 2[credit]. Reveal spent credits. If you and the Runner spent a different number of credits, do 1 net damage for each card in the Runner's grip.",Chetana,ice,False,,4.0,,3.0,,,,jinteki,Chetana,10089,107,580,1418.0,corp,902
93,10091,3,nbn,2,"""It's amazing how small we can write the fine print these days.""",Lili Ibrahim,,Code Gate - Tracer,,tlm,91,3,corp,"Subroutine Trace[5]. If successful, the Runner reveals the grip. Trash each card revealed this way with a play or install cost of X or less. X is equal to the amount by which your trace strength exceeded the Runner's link strength.",Waiver,"[subroutine] Trace[5]. If successful, the Runner reveals the grip. Trash each card revealed this way with a play or install cost of X or less. X is equal to the amount by which your trace strength exceeded the Runner's link strength.",Waiver,ice,False,,5.0,,5.0,,,,nbn,Waiver,10091,100,774,1293.0,corp,904
94,10095,3,neutral-corp,0,A brand new invention.,Seage,,Barrier,,tlm,95,3,corp,Subroutine End the run.,Vanilla,[subroutine] End the run.,Vanilla,ice,False,,0.0,,0.0,,,,neutral-corp,Vanilla,10095,107,75,1845.0,corp,908
95,11010,3,haas-bioroid,1,I foresee the end of all things...,Liiga Smilshkalne,,Code Gate - Bioroid,,23s,10,3,corp,Lose click: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine The Runner must pay 1 credit or trash 1 of their installed cards. Subroutine The Runner must pay 1 credit or trash 1 of their installed cards.,Fairchild 1.0,"<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] The Runner must pay 1[credit] or trash 1 of their installed cards.
[subroutine] The Runner must pay 1[credit] or trash 1 of their installed cards.",Fairchild 1.0,ice,False,,1.0,,2.0,,,,haas-bioroid,Fairchild 1.0,11010,132,530,1451.0,corp,937
96,11011,3,haas-bioroid,3,,Hannah Christenson,,Sentry - Bioroid - Tracer,,23s,11,3,corp,"Lose click click: Break up to 2 subroutines on this ice. Only the Runner can use this ability. Subroutine Trace[4]. If successful, add 1 installed program to the bottom of the Runner's stack. Subroutine Trace[4]. If successful, add 1 installed program to the bottom of the Runner's stack. Subroutine Give the Runner 1 tag.",Sherlock 2.0,"<strong>Lose [click][click]:</strong> Break up to 2 subroutines on this ice. Only the Runner can use this ability.
[subroutine] Trace[4]. If successful, add 1 installed program to the bottom of the Runner's stack.
[subroutine] Trace[4]. If successful, add 1 installed program to the bottom of the Runner's stack.
[subroutine] Give the Runner 1 tag.",Sherlock 2.0,ice,False,,7.0,,6.0,,,,haas-bioroid,Sherlock 2.0,11011,113,604,1404.0,corp,938
97,11013,3,jinteki,2,,Donald Crank,,Sentry - AP,,23s,13,3,corp,"While the Runner is accessing this ice in R&D, they must reveal it. When the Runner accesses this ice anywhere except in Archives, they encounter it. Subroutine Do 2 net damage.",Chrysalis,"While the Runner is accessing this ice in R&D, they must reveal it.
When the Runner accesses this ice anywhere except in Archives, they encounter it.
[subroutine] Do 2 net damage.",Chrysalis,ice,False,,3.0,,2.0,,,1.0,jinteki,Chrysalis,11013,116,497,1469.0,corp,940
98,11031,3,haas-bioroid,2,To threaten my treasures is to incur my wrath.,Liiga Smilshkalne,,Code Gate - Bioroid - AP,,bm,31,3,corp,Lose click click: Break up to 2 subroutines on this ice. Only the Runner can use this ability. Subroutine The Runner must pay 2 credits or trash 1 of their installed cards. Subroutine The Runner must pay 2 credits or trash 1 of their installed cards. Subroutine Do 1 core damage.,Fairchild 2.0,"<strong>Lose [click][click]:</strong> Break up to 2 subroutines on this ice. Only the Runner can use this ability.
[subroutine] The Runner must pay 2[credit] or trash 1 of their installed cards.
[subroutine] The Runner must pay 2[credit] or trash 1 of their installed cards.
[subroutine] Do 1 core damage.",Fairchild 2.0,ice,False,,4.0,,3.0,,,,haas-bioroid,Fairchild 2.0,11031,127,260,1641.0,corp,958
99,11032,3,jinteki,2,"First, blend with the attacker. Then, control the attack.",BalanceSheet,,Code Gate - Psi - AP,,bm,32,3,corp,"Subroutine You and the Runner secretly spend 0 credits, 1 credit, or 2 credits. Reveal spent credits. If you and the Runner spent a different number of credits, the Runner draws 2 cards. Subroutine Do 1 net damage. Subroutine Do 1 net damage.",Aiki,"[subroutine] You and the Runner secretly spend 0[credit], 1[credit], or 2[credit]. Reveal spent credits. If you and the Runner spent a different number of credits, the Runner draws 2 cards.
[subroutine] Do 1 net damage.
[subroutine] Do 1 net damage.",Aiki,ice,False,,1.0,,3.0,,,,jinteki,Aiki,11032,127,309,1603.0,corp,959
100,11049,3,haas-bioroid,3,"In battle, I take half the slain.",Liiga Smilshkalne,,Code Gate - Bioroid - AP,,es,49,3,corp,Lose click click click: Break up to 3 subroutines on this ice. Only the Runner can use this ability. Subroutine The Runner must pay 3 credits or trash 1 of their installed cards. Subroutine The Runner must pay 3 credits or trash 1 of their installed cards. Subroutine Do 1 core damage or end the run.,Fairchild 3.0,"<strong>Lose [click][click][click]:</strong> Break up to 3 subroutines on this ice. Only the Runner can use this ability.
[subroutine] The Runner must pay 3[credit] or trash 1 of their installed cards.
[subroutine] The Runner must pay 3[credit] or trash 1 of their installed cards.
[subroutine] Do 1 core damage or end the run.",Fairchild 3.0,ice,False,,6.0,,5.0,,,,haas-bioroid,Fairchild 3.0,11049,94,37,1920.0,corp,976
101,11053,3,jinteki,3,"When your ID is flagged with your genetic profile, ""privacy""  doesn't really exist.",A. Jones,,Code Gate - AP,,es,53,3,corp,Subroutine Do 1 net damage. The Runner loses 2 credits. Subroutine Do 1 net damage. The Runner loses 2 credits. Subroutine Do 1 net damage. The Runner loses 2 credits.,DNA Tracker,"[subroutine] Do 1 net damage. The Runner loses 2[credit].
[subroutine] Do 1 net damage. The Runner loses 2[credit].
[subroutine] Do 1 net damage. The Runner loses 2[credit].",DNA Tracker,ice,False,,8.0,,6.0,,,,jinteki,DNA Tracker,11053,132,117,1780.0,corp,980
102,11075,3,nbn,3,,Caroline Elizabeth Huss,,Barrier,,in,75,3,corp,"When the Runner encounters this ice, they take 1 tag unless they pay 3 credits. Subroutine End the run if the Runner is tagged. Subroutine End the run if the Runner is tagged. Subroutine End the run if the Runner is tagged. Subroutine End the run if the Runner is tagged.",Data Ward,"When the Runner encounters this ice, they take 1 tag unless they pay 3[credit].
[subroutine] End the run if the Runner is tagged.
[subroutine] End the run if the Runner is tagged.
[subroutine] End the run if the Runner is tagged.
[subroutine] End the run if the Runner is tagged.",Data Ward,ice,False,,6.0,,8.0,,,,nbn,Data Ward,11075,110,215,1670.0,corp,1002
